date,replicate,treatment,original_count,burrow_count,burrow_count_comp,original_diameter,mean_burrow_diameter,mean_burrow_diameter_comp,set,mean_air_temp,mean_baro,mean_wind_speed,mean_wind_vec,mean_PAR,mean_humidity,site
10/18/2022,1,aControl,5,2,-3,18.448,22.73,4.282,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,1
10/18/2022,1,Compact,8,3,-5,20.28,28.39333333,8.11333333,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,2
10/18/2022,1,Rake,7,2,-5,22.43571429,31.32,8.88428571,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,3
10/18/2022,1,Marine Debris,4,2,-2,15.3225,20.125,4.8025,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,4
10/18/2022,2,aControl,9,6,-3,26.76444444,19.465,-7.29944444,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,5
10/18/2022,2,Compact,8,4,-4,27.3125,31.0675,3.755,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,6
10/18/2022,2,Rake,6,2,-4,25.11833333,20.06,-5.05833333,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,7
10/18/2022,2,Marine Debris,5,4,-1,15.272,20.8425,5.5705,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,8
10/18/2022,3,aControl,7,5,-2,19.52714286,24.36,4.83285714,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,9
10/18/2022,3,Compact,7,6,-1,16.50285714,14.86,-1.64285714,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,10
10/18/2022,3,Rake,14,4,-10,17.13714286,28.4025,11.26535714,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,11
10/18/2022,3,Marine Debris,12,8,-4,15.445,28.60125,13.15625,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,12
10/18/2022,4,aControl,9,3,-6,23.84222222,12.13666667,-11.70555555,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,13
10/18/2022,4,Compact,17,5,-12,19.67176471,32.47,12.79823529,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,14
10/18/2022,4,Rake,6,5,-1,17.78,17.972,0.192,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,15
10/18/2022,4,Marine Debris,6,5,-1,23.875,20.43,-3.445,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,16
10/18/2022,5,aControl,9,3,-6,16.24333333,20.92,4.67666667,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,17
10/18/2022,5,Compact,5,0,-5,15.738,0,-15.738,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,18
10/18/2022,5,Rake,6,0,-6,11.61666667,0,-11.61666667,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,19
10/18/2022,5,Marine Debris,4,2,-2,24.31,23.995,-0.315,south,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,20
10/18/2022,6,aControl,10,5,-5,29.374,36.674,7.3,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,21
10/18/2022,6,Compact,8,4,-4,26.05875,38.22,12.16125,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,22
10/18/2022,6,Rake,8,3,-5,24.405,40.33666667,15.93166667,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,23
10/18/2022,6,Marine Debris,8,7,-1,24.21375,26.53571429,2.32196429,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,24
10/18/2022,7,aControl,10,3,-7,22.163,29.15333333,6.99033333,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,25
10/18/2022,7,Compact,7,4,-3,27.66714286,24.25,-3.41714286,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,26
10/18/2022,7,Rake,15,6,-9,33.53266667,26.88833333,-6.64433334,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,27
10/18/2022,7,Marine Debris,10,4,-6,19.367,29.9225,10.5555,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,28
10/18/2022,8,aControl,7,5,-2,34.77714286,47.982,13.20485714,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,29
10/18/2022,8,Compact,5,4,-1,33.53,24.1725,-9.3575,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,30
10/18/2022,8,Rake,5,1,-4,23.156,66,42.844,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,31
10/18/2022,8,Marine Debris,4,4,0,22.29,39.7075,17.4175,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,32
10/18/2022,9,aControl,7,2,-5,14.70285714,17.805,3.10214286,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,33
10/18/2022,9,Compact,4,3,-1,34.6325,34.86333333,0.23083333,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,34
10/18/2022,9,Rake,8,8,0,20.37375,36.7625,16.38875,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,35
10/18/2022,9,Marine Debris,9,9,0,25.81888889,23.52444444,-2.29444445,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,36
10/18/2022,10,aControl,14,4,-10,19.54214286,23.6175,4.07535714,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,37
10/18/2022,10,Compact,6,1,-5,18.13666667,13.56,-4.57666667,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,38
10/18/2022,10,Rake,11,1,-10,19.40818182,19.43,0.02181818,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,39
10/18/2022,10,Marine Debris,5,6,1,23.444,21.35833333,-2.08566667,north,19.5636,1008.83,4.7154,299.1531,392.375,61.0813,40
10/19/2022,1,aControl,5,1,-4,18.448,24.85,6.402,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,1
10/19/2022,1,Compact,8,2,-6,20.28,23.595,3.315,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,2
10/19/2022,1,Rake,7,0,-7,22.43571429,0,-22.43571429,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,3
10/19/2022,1,Marine Debris,4,1,-3,15.3225,26.38,11.0575,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,4
10/19/2022,2,aControl,9,2,-7,26.76444444,16.13,-10.63444444,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,5
10/19/2022,2,Compact,8,5,-3,27.3125,24.468,-2.8445,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,6
10/19/2022,2,Rake,6,0,-6,25.11833333,0,-25.11833333,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,7
10/19/2022,2,Marine Debris,5,0,-5,15.272,0,-15.272,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,8
10/19/2022,3,aControl,7,3,-4,19.52714286,16.57333333,-2.95380953,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,9
10/19/2022,3,Compact,7,1,-6,16.50285714,22.39,5.88714286,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,10
10/19/2022,3,Rake,14,1,-13,17.13714286,17.74,0.60285714,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,11
10/19/2022,3,Marine Debris,12,4,-8,15.445,18.5725,3.1275,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,12
10/19/2022,4,aControl,9,1,-8,23.84222222,12.75,-11.09222222,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,13
10/19/2022,4,Compact,17,3,-14,19.67176471,24.04333333,4.37156862,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,14
10/19/2022,4,Rake,6,0,-6,17.78,0,-17.78,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,15
10/19/2022,4,Marine Debris,6,3,-3,23.875,24.57333333,0.69833333,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,16
10/19/2022,5,aControl,9,1,-8,16.24333333,9.74,-6.50333333,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,17
10/19/2022,5,Compact,5,0,-5,15.738,0,-15.738,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,18
10/19/2022,5,Rake,6,1,-5,11.61666667,25.85,14.23333333,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,19
10/19/2022,5,Marine Debris,4,1,-3,24.31,14.1,-10.21,south,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,20
10/19/2022,6,aControl,10,1,-9,29.374,31.43,2.056,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,21
10/19/2022,6,Compact,8,1,-7,26.05875,23.6,-2.45875,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,22
10/19/2022,6,Rake,8,2,-6,24.405,13.715,-10.69,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,23
10/19/2022,6,Marine Debris,8,4,-4,24.21375,21.3875,-2.82625,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,24
10/19/2022,7,aControl,10,2,-8,22.163,25.34,3.177,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,25
10/19/2022,7,Compact,7,1,-6,27.66714286,28.47,0.80285714,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,26
10/19/2022,7,Rake,15,3,-12,33.53266667,23.86,-9.67266667,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,27
10/19/2022,7,Marine Debris,10,4,-6,19.367,37.345,17.978,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,28
10/19/2022,8,aControl,7,2,-5,34.77714286,37.41,2.63285714,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,29
10/19/2022,8,Compact,5,0,-5,33.53,0,-33.53,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,30
10/19/2022,8,Rake,5,1,-4,23.156,9.23,-13.926,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,31
10/19/2022,8,Marine Debris,4,2,-2,22.29,12.225,-10.065,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,32
10/19/2022,9,aControl,7,0,-7,14.70285714,0,-14.70285714,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,33
10/19/2022,9,Compact,4,0,-4,34.6325,0,-34.6325,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,34
10/19/2022,9,Rake,8,4,-4,20.37375,26.0575,5.68375,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,35
10/19/2022,9,Marine Debris,9,5,-4,25.81888889,31.126,5.30711111,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,36
10/19/2022,10,aControl,14,2,-12,19.54214286,12.475,-7.06714286,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,37
10/19/2022,10,Compact,6,0,-6,18.13666667,0,-18.13666667,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,38
10/19/2022,10,Rake,11,0,-11,19.40818182,0,-19.40818182,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,39
10/19/2022,10,Marine Debris,5,2,-3,23.444,33.47,10.026,north,11.9493,1016.94,4.7198,346.3785,389.656,54.9885,40
10/20/2022,1,aControl,5,1,-4,18.448,30.27,11.822,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,1
10/20/2022,1,Compact,8,2,-6,20.28,13.505,-6.775,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,2
10/20/2022,1,Rake,7,0,-7,22.43571429,0,-22.43571429,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,3
10/20/2022,1,Marine Debris,4,0,-4,15.3225,0,-15.3225,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,4
10/20/2022,2,aControl,9,3,-6,26.76444444,15.19333333,-11.57111111,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,5
10/20/2022,2,Compact,8,0,-8,27.3125,0,-27.3125,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,6
10/20/2022,2,Rake,6,2,-4,25.11833333,12.97,-12.14833333,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,7
10/20/2022,2,Marine Debris,5,1,-4,15.272,12.55,-2.722,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,8
10/20/2022,3,aControl,7,2,-5,19.52714286,35.545,16.01785714,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,9
10/20/2022,3,Compact,7,1,-6,16.50285714,16.09,-0.41285714,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,10
10/20/2022,3,Rake,14,0,-14,17.13714286,0,-17.13714286,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,11
10/20/2022,3,Marine Debris,12,4,-8,15.445,24.9325,9.4875,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,12
10/20/2022,4,aControl,9,2,-7,23.84222222,8.945,-14.89722222,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,13
10/20/2022,4,Compact,17,1,-16,19.67176471,12.28,-7.39176471,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,14
10/20/2022,4,Rake,6,0,-6,17.78,0,-17.78,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,15
10/20/2022,4,Marine Debris,6,2,-4,23.875,30.455,6.58,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,16
10/20/2022,5,aControl,9,0,-9,16.24333333,0,-16.24333333,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,17
10/20/2022,5,Compact,5,0,-5,15.738,0,-15.738,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,18
10/20/2022,5,Rake,6,1,-5,11.61666667,21.02,9.40333333,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,19
10/20/2022,5,Marine Debris,4,1,-3,24.31,11.17,-13.14,south,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,20
10/20/2022,6,aControl,10,3,-7,29.374,16.76666667,-12.60733333,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,21
10/20/2022,6,Compact,8,1,-7,26.05875,31,4.94125,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,22
10/20/2022,6,Rake,8,3,-5,24.405,10.01,-14.395,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,23
10/20/2022,6,Marine Debris,8,3,-5,24.21375,21.63666667,-2.57708333,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,24
10/20/2022,7,aControl,10,4,-6,22.163,17.205,-4.958,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,25
10/20/2022,7,Compact,7,1,-6,27.66714286,26.23,-1.43714286,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,26
10/20/2022,7,Rake,15,0,-15,33.53266667,0,-33.53266667,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,27
10/20/2022,7,Marine Debris,10,2,-8,19.367,32.04,12.673,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,28
10/20/2022,8,aControl,7,2,-5,34.77714286,32.665,-2.11214286,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,29
10/20/2022,8,Compact,5,2,-3,33.53,19.305,-14.225,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,30
10/20/2022,8,Rake,5,0,-5,23.156,0,-23.156,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,31
10/20/2022,8,Marine Debris,4,3,-1,22.29,10.14666667,-12.14333333,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,32
10/20/2022,9,aControl,7,4,-3,14.70285714,19.755,5.05214286,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,33
10/20/2022,9,Compact,4,1,-3,34.6325,23.02,-11.6125,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,34
10/20/2022,9,Rake,8,5,-3,20.37375,39.106,18.73225,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,35
10/20/2022,9,Marine Debris,9,6,-3,25.81888889,16.75666667,-9.06222222,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,36
10/20/2022,10,aControl,14,1,-13,19.54214286,46.07,26.52785714,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,37
10/20/2022,10,Compact,6,0,-6,18.13666667,0,-18.13666667,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,38
10/20/2022,10,Rake,11,1,-10,19.40818182,20.29,0.88181818,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,39
10/20/2022,10,Marine Debris,5,2,-3,23.444,16.46,-6.984,north,12.2442,1018.89,1.3647,350.2852,385.615,67.9125,40
10/21/2022,1,aControl,5,2,-3,18.448,17.62,-0.828,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,1
10/21/2022,1,Compact,8,2,-6,20.28,16.025,-4.255,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,2
10/21/2022,1,Rake,7,1,-6,22.43571429,29.75,7.31428571,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,3
10/21/2022,1,Marine Debris,4,3,-1,15.3225,15.53666667,0.21416667,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,4
10/21/2022,2,aControl,9,6,-3,26.76444444,15.58,-11.18444444,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,5
10/21/2022,2,Compact,8,2,-6,27.3125,5.63,-21.6825,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,6
10/21/2022,2,Rake,6,1,-5,25.11833333,23.39,-1.72833333,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,7
10/21/2022,2,Marine Debris,5,2,-3,15.272,20.1,4.828,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,8
10/21/2022,3,aControl,7,4,-3,19.52714286,27.34,7.81285714,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,9
10/21/2022,3,Compact,7,2,-5,16.50285714,13.49,-3.01285714,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,10
10/21/2022,3,Rake,14,1,-13,17.13714286,54.6,37.46285714,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,11
10/21/2022,3,Marine Debris,12,6,-6,15.445,26.03666667,10.59166667,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,12
10/21/2022,4,aControl,9,1,-8,23.84222222,20.95,-2.89222222,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,13
10/21/2022,4,Compact,17,2,-15,19.67176471,9.46,-10.21176471,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,14
10/21/2022,4,Rake,6,2,-4,17.78,12.485,-5.295,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,15
10/21/2022,4,Marine Debris,6,4,-2,23.875,16.935,-6.94,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,16
10/21/2022,5,aControl,9,3,-6,16.24333333,9.796666667,-6.446666663,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,17
10/21/2022,5,Compact,5,1,-4,15.738,49.41,33.672,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,18
10/21/2022,5,Rake,6,0,-6,11.61666667,0,-11.61666667,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,19
10/21/2022,5,Marine Debris,4,0,-4,24.31,0,-24.31,south,13.1783,1018.23,2.3959,35.5864,381,65.7052,20
10/21/2022,6,aControl,10,5,-5,29.374,17.272,-12.102,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,21
10/21/2022,6,Compact,8,1,-7,26.05875,18.48,-7.57875,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,22
10/21/2022,6,Rake,8,4,-4,24.405,20.385,-4.02,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,23
10/21/2022,6,Marine Debris,8,4,-4,24.21375,17.93,-6.28375,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,24
10/21/2022,7,aControl,10,3,-7,22.163,23.34666667,1.18366667,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,25
10/21/2022,7,Compact,7,0,-7,27.66714286,0,-27.66714286,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,26
10/21/2022,7,Rake,15,4,-11,33.53266667,14.9525,-18.58016667,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,27
10/21/2022,7,Marine Debris,10,4,-6,19.367,22.21,2.843,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,28
10/21/2022,8,aControl,7,2,-5,34.77714286,34.485,-0.29214286,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,29
10/21/2022,8,Compact,5,3,-2,33.53,19.03666667,-14.49333333,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,30
10/21/2022,8,Rake,5,1,-4,23.156,10.37,-12.786,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,31
10/21/2022,8,Marine Debris,4,0,-4,22.29,0,-22.29,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,32
10/21/2022,9,aControl,7,2,-5,14.70285714,18.94,4.23714286,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,33
10/21/2022,9,Compact,4,1,-3,34.6325,22.43,-12.2025,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,34
10/21/2022,9,Rake,8,3,-5,20.37375,32.43666667,12.06291667,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,35
10/21/2022,9,Marine Debris,9,4,-5,25.81888889,10.84,-14.97888889,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,36
10/21/2022,10,aControl,14,1,-13,19.54214286,10.14,-9.40214286,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,37
10/21/2022,10,Compact,6,1,-5,18.13666667,29.89,11.75333333,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,38
10/21/2022,10,Rake,11,0,-11,19.40818182,0,-19.40818182,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,39
10/21/2022,10,Marine Debris,5,5,0,23.444,23.186,-0.258,north,13.1783,1018.23,2.3959,35.5864,381,65.7052,40
